user,text,Positive,Negative,Neutral,Compound,Sentiment,tokenized,no_stopword,stemmed,lemmatized
RustWanderer,lets ban gambling but only ban this girl for 7 days for having sex on stream wp wp twitch,0.184,0.265,0.551,-0.4939,Negative,"['lets', 'ban', 'gambling', 'but', 'only', 'ban', 'this', 'girl', 'for', '7', 'days', 'for', 'having', 'sex', 'on', 'stream', 'wp', 'wp', 'twitch']",lets ban gambling ban girl 7 days sex stream wp wp twitch,"['let', 'ban', 'gambl', 'ban', 'girl', '7', 'day', 'sex', 'stream', 'wp', 'wp', 'twitch']","['let', 'ban', 'gamble', 'ban', 'girl', '7', 'day', 'sex', 'stream', 'wp', 'wp', 'twitch']"
delamayn,mega,0.0,0.0,1.0,0.0,Neutral,['mega'],mega,['mega'],['mega']
GhunawatJitu,purple snakes,0.0,0.0,1.0,0.0,Neutral,"['purple', 'snakes']",purple snakes,"['purpl', 'snake']","['purple', 'snake']"
JernejKrk,you gonna ban camgirls aswell,0.0,0.419,0.581,-0.5574,Negative,"['you', 'gonna', 'ban', 'camgirls', 'aswell']",gonna ban camgirls aswell,"['gonna', 'ban', 'camgirl', 'aswel']","['gonna', 'ban', 'camgirls', 'aswell']"
Pordotle,good,0.784,0.0,0.216,0.5622,Positive,['good'],good,['good'],['good']
Bumfluffski,remember that time you removed an emote of a cat jiggling its butt because you guys deemed it sexually exp,0.0,0.0,1.0,0.0,Neutral,"['remember', 'that', 'time', 'you', 'removed', 'an', 'emote', 'of', 'a', 'cat', 'jiggling', 'its', 'butt', 'because', 'you', 'guys', 'deemed', 'it', 'sexually', 'exp']",remember time removed emote cat jiggling butt guys deemed sexually exp,"['rememb', 'time', 'remov', 'emot', 'cat', 'jiggl', 'butt', 'guy', 'deem', 'sexual', 'exp']","['remember', 'time', 'remove', 'emote', 'cat', 'jiggle', 'butt', 'guy', 'deem', 'sexually', 'exp']"
NIKODEMDESU,finally no more gambling stuff you did a good job the next thing is about the bathtub category,0.137,0.104,0.758,0.1779,Positive,"['finally', 'no', 'more', 'gambling', 'stuff', 'you', 'did', 'a', 'good', 'job', 'the', 'next', 'thing', 'is', 'about', 'the', 'bathtub', 'category']",finally gambling stuff good job next thing bathtub category,"['final', 'gambl', 'stuff', 'good', 'job', 'next', 'thing', 'bathtub', 'categori']","['finally', 'gamble', 'stuff', 'good', 'job', 'next', 'thing', 'bathtub', 'category']"
RWaypoint,okay but what are you going to do about the people who have sex on stream oh right nothing because your mo,0.059,0.0,0.941,0.1154,Positive,"['okay', 'but', 'what', 'are', 'you', 'going', 'to', 'do', 'about', 'the', 'people', 'who', 'have', 'sex', 'on', 'stream', 'oh', 'right', 'nothing', 'because', 'your', 'mo']",okay going people sex stream oh right nothing mo,"['okay', 'go', 'peopl', 'sex', 'stream', 'oh', 'right', 'noth', 'mo']","['okay', 'go', 'people', 'sex', 'stream', 'oh', 'right', 'nothing', 'mo']"
DaniChilla,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
High_Society_SS,rip bibanator,0.0,0.0,1.0,0.0,Neutral,"['rip', 'bibanator']",rip bibanator,"['rip', 'biban']","['rip', 'bibanator']"
GoldenGorgol,you guys allow softcore porn and gambling is your main concern sounds like more of a legal issue,0.292,0.0,0.708,0.6344,Positive,"['you', 'guys', 'allow', 'softcore', 'porn', 'and', 'gambling', 'is', 'your', 'main', 'concern', 'sounds', 'like', 'more', 'of', 'a', 'legal', 'issue']",guys allow softcore porn gambling main concern sounds like legal issue,"['guy', 'allow', 'softcor', 'porn', 'gambl', 'main', 'concern', 'sound', 'like', 'legal', 'issu']","['guy', 'allow', 'softcore', 'porn', 'gamble', 'main', 'concern', 'sound', 'like', 'legal', 'issue']"
casualgamer_sa,such a copout so many loopholes in this it may as well be swiss cheese gambling will absolutely continue,0.1,0.0,0.9,0.2732,Positive,"['such', 'a', 'copout', 'so', 'many', 'loopholes', 'in', 'this', 'it', 'may', 'as', 'well', 'be', 'swiss', 'cheese', 'gambling', 'will', 'absolutely', 'continue']",copout many loopholes may well swiss cheese gambling absolutely continue,"['copout', 'mani', 'loophol', 'may', 'well', 'swiss', 'chees', 'gambl', 'absolut', 'continu']","['copout', 'many', 'loophole', 'may', 'well', 'swiss', 'cheese', 'gamble', 'absolutely', 'continue']"
frankherrlein,hurrrrahhhh,0.0,0.0,1.0,0.0,Neutral,['hurrrrahhhh'],hurrrrahhhh,['hurrrrahhhh'],['hurrrrahhhh']
NHydraTwit,cheh teufeurs,0.0,0.0,1.0,0.0,Neutral,"['cheh', 'teufeurs']",cheh teufeurs,"['cheh', 'teufeur']","['cheh', 'teufeurs']"
regularguy3521,naisu,0.0,0.0,1.0,0.0,Neutral,['naisu'],naisu,['naisu'],['naisu']
itzzCogie,w ,0.0,0.0,1.0,0.0,Neutral,['w'],w,['w'],['w']
VaaLyroo,and hot tubes its accepted  bahahahahaha fuck you twitch bot,0.144,0.24,0.616,-0.34,Negative,"['and', 'hot', 'tubes', 'its', 'accepted', 'bahahahahaha', 'fuck', 'you', 'twitch', 'bot']",hot tubes accepted bahahahahaha fuck twitch bot,"['hot', 'tube', 'accept', 'bahahahahaha', 'fuck', 'twitch', 'bot']","['hot', 'tube', 'accept', 'bahahahahaha', 'fuck', 'twitch', 'bot']"
killuachan7,f our goblin juicer,0.0,0.0,1.0,0.0,Neutral,"['f', 'our', 'goblin', 'juicer']",f goblin juicer,"['f', 'goblin', 'juicer']","['f', 'goblin', 'juicer']"
M0NTH3B1FF,now do hot tubs,0.0,0.0,1.0,0.0,Neutral,"['now', 'do', 'hot', 'tubs']",hot tubs,"['hot', 'tub']","['hot', 'tub']"
yoink320,at least sex on stream is still fine,0.0,0.0,1.0,0.0,Neutral,"['at', 'least', 'sex', 'on', 'stream', 'is', 'still', 'fine']",least sex stream still fine,"['least', 'sex', 'stream', 'still', 'fine']","['least', 'sex', 'stream', 'still', 'fine']"
JezzDraws,dice games ,0.0,0.0,1.0,0.0,Neutral,"['dice', 'games']",dice games,"['dice', 'game']","['dice', 'game']"
VixeyT,please also include that helpline information and links must be displayed or included in the description wh,0.113,0.0,0.887,0.3182,Positive,"['please', 'also', 'include', 'that', 'helpline', 'information', 'and', 'links', 'must', 'be', 'displayed', 'or', 'included', 'in', 'the', 'description', 'wh']",please also include helpline information links must displayed included description wh,"['pleas', 'also', 'includ', 'helplin', 'inform', 'link', 'must', 'display', 'includ', 'descript', 'wh']","['please', 'also', 'include', 'helpline', 'information', 'link', 'must', 'display', 'included', 'description', 'wh']"
Helena28434150,how come is gambling bigger problem than girls in pools and sucking on mics,0.0,0.256,0.744,-0.703,Negative,"['how', 'come', 'is', 'gambling', 'bigger', 'problem', 'than', 'girls', 'in', 'pools', 'and', 'sucking', 'on', 'mics']",come gambling bigger problem girls pools sucking mics,"['come', 'gambl', 'bigger', 'problem', 'girl', 'pool', 'suck', 'mic']","['come', 'gambling', 'big', 'problem', 'girl', 'pool', 'suck', 'mics']"
MRhabhitz,cant blame you people with gambling problems watch the stream then think they can win so they play the sa,0.291,0.092,0.616,0.7017,Positive,"['cant', 'blame', 'you', 'people', 'with', 'gambling', 'problems', 'watch', 'the', 'stream', 'then', 'think', 'they', 'can', 'win', 'so', 'they', 'play', 'the', 'sa']",cant blame people gambling problems watch stream think win play sa,"['cant', 'blame', 'peopl', 'gambl', 'problem', 'watch', 'stream', 'think', 'win', 'play', 'sa']","['cant', 'blame', 'people', 'gamble', 'problem', 'watch', 'stream', 'think', 'win', 'play', 'sa']"
LonniChristens1,but still youre allowing people to gamble for channel points hmm,0.0,0.0,1.0,0.0,Neutral,"['but', 'still', 'youre', 'allowing', 'people', 'to', 'gamble', 'for', 'channel', 'points', 'hmm']",still youre allowing people gamble channel points hmm,"['still', 'your', 'allow', 'peopl', 'gambl', 'channel', 'point', 'hmm']","['still', 'youre', 'allow', 'people', 'gamble', 'channel', 'point', 'hmm']"
mr_gibbins,so slots on sites licensed in the us etc will still be fine  isnt this move just the absolute minimum eff,0.076,0.0,0.924,0.2023,Positive,"['so', 'slots', 'on', 'sites', 'licensed', 'in', 'the', 'us', 'etc', 'will', 'still', 'be', 'fine', 'isnt', 'this', 'move', 'just', 'the', 'absolute', 'minimum', 'eff']",slots sites licensed us etc still fine isnt move absolute minimum eff,"['slot', 'site', 'licens', 'us', 'etc', 'still', 'fine', 'isnt', 'move', 'absolut', 'minimum', 'eff']","['slot', 'site', 'license', 'us', 'etc', 'still', 'fine', 'isnt', 'move', 'absolute', 'minimum', 'eff']"
RasenBallZone,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
NicksTemperr,well on the bright side at least i can still watch practical porn on your website ,0.274,0.0,0.726,0.6476,Positive,"['well', 'on', 'the', 'bright', 'side', 'at', 'least', 'i', 'can', 'still', 'watch', 'practical', 'porn', 'on', 'your', 'website']",well bright side least still watch practical porn website,"['well', 'bright', 'side', 'least', 'still', 'watch', 'practic', 'porn', 'websit']","['well', 'bright', 'side', 'least', 'still', 'watch', 'practical', 'porn', 'website']"
galvatronix87,right decision great job,0.568,0.0,0.432,0.7405,Positive,"['right', 'decision', 'great', 'job']",right decision great job,"['right', 'decis', 'great', 'job']","['right', 'decision', 'great', 'job']"
Ishmer2,thank you twitch,0.455,0.0,0.545,0.3612,Positive,"['thank', 'you', 'twitch']",thank twitch,"['thank', 'twitch']","['thank', 'twitch']"
hyperftw21,chlooeeeexo seen this,0.0,0.0,1.0,0.0,Neutral,"['chlooeeeexo', 'seen', 'this']",chlooeeeexo seen,"['chlooeeeexo', 'seen']","['chlooeeeexo', 'see']"
Gabus1337,so basically it will be still allowed as long as the gambling is licensed if thats the case it does not so,0.0,0.0,1.0,0.0,Neutral,"['so', 'basically', 'it', 'will', 'be', 'still', 'allowed', 'as', 'long', 'as', 'the', 'gambling', 'is', 'licensed', 'if', 'thats', 'the', 'case', 'it', 'does', 'not', 'so']",basically still allowed long gambling licensed thats case,"['basic', 'still', 'allow', 'long', 'gambl', 'licens', 'that', 'case']","['basically', 'still', 'allow', 'long', 'gamble', 'license', 'thats', 'case']"
MrRoonix,big w,0.0,0.0,1.0,0.0,Neutral,"['big', 'w']",big w,"['big', 'w']","['big', 'w']"
0rig4mi_,o que vocs da twitch querem t mole,0.0,0.0,1.0,0.0,Neutral,"['o', 'que', 'vocs', 'da', 'twitch', 'querem', 't', 'mole']",que vocs da twitch querem mole,"['que', 'voc', 'da', 'twitch', 'querem', 'mole']","['que', 'vocs', 'da', 'twitch', 'querem', 'mole']"
chris_celrage,is there any plan on moving against fifa gambling too,0.0,0.0,1.0,0.0,Neutral,"['is', 'there', 'any', 'plan', 'on', 'moving', 'against', 'fifa', 'gambling', 'too']",plan moving fifa gambling,"['plan', 'move', 'fifa', 'gambl']","['plan', 'move', 'fifa', 'gamble']"
Sebi_664,what about the sexism,0.0,0.0,1.0,0.0,Neutral,"['what', 'about', 'the', 'sexism']",sexism,['sexism'],['sexism']
AddictedHip,now lets go to dismantle hot tub and asmr streams,0.0,0.0,1.0,0.0,Neutral,"['now', 'lets', 'go', 'to', 'dismantle', 'hot', 'tub', 'and', 'asmr', 'streams']",lets go dismantle hot tub asmr streams,"['let', 'go', 'dismantl', 'hot', 'tub', 'asmr', 'stream']","['let', 'go', 'dismantle', 'hot', 'tub', 'asmr', 'stream']"
TentpoleInvest,does this impact evo,0.0,0.0,1.0,0.0,Neutral,"['does', 'this', 'impact', 'evo']",impact evo,"['impact', 'evo']","['impact', 'evo']"
R0xyas,firebro999 there you go,0.0,0.0,1.0,0.0,Neutral,"['firebro', '999', 'there', 'you', 'go']",firebro 999 go,"['firebro', '999', 'go']","['firebro', '999', 'go']"
KarstenEckert,thats the right way great to read this,0.369,0.0,0.631,0.6892,Positive,"['thats', 'the', 'right', 'way', 'great', 'to', 'read', 'this']",thats right way great read,"['that', 'right', 'way', 'great', 'read']","['thats', 'right', 'way', 'great', 'read']"
godfearus,wow what an amazing update i wonder when they will ban porn on their website,0.336,0.153,0.511,0.6476,Positive,"['wow', 'what', 'an', 'amazing', 'update', 'i', 'wonder', 'when', 'they', 'will', 'ban', 'porn', 'on', 'their', 'website']",wow amazing update wonder ban porn website,"['wow', 'amaz', 'updat', 'wonder', 'ban', 'porn', 'websit']","['wow', 'amaze', 'update', 'wonder', 'ban', 'porn', 'website']"
NoSoyRodri,sofy933,0.0,0.0,1.0,0.0,Neutral,"['sofy', '933']",sofy 933,"['sofi', '933']","['sofy', '933']"
18Freddy87,ban thots now thanks ,0.472,0.288,0.24,0.3182,Positive,"['ban', 'thots', 'now', 'thanks']",ban thots thanks,"['ban', 'thot', 'thank']","['ban', 'thots', 'thanks']"
bobbuffet94,but channel points bets are ok ,0.318,0.0,0.682,0.4215,Positive,"['but', 'channel', 'points', 'bets', 'are', 'ok']",channel points bets ok,"['channel', 'point', 'bet', 'ok']","['channel', 'point', 'bet', 'ok']"
NebotSZN,this must be a joke ,0.306,0.0,0.694,0.296,Positive,"['this', 'must', 'be', 'a', 'joke']",must joke,"['must', 'joke']","['must', 'joke']"
Menadeodus,direction poubelles twitch twitchfr twitchsupportfr,0.0,0.0,1.0,0.0,Neutral,"['direction', 'poubelles', 'twitch', 'twitchfr', 'twitchsupportfr']",direction poubelles twitch twitchfr twitchsupportfr,"['direct', 'poubell', 'twitch', 'twitchfr', 'twitchsupportfr']","['direction', 'poubelles', 'twitch', 'twitchfr', 'twitchsupportfr']"
TheeJan,fix the wl ratio,0.0,0.0,1.0,0.0,Neutral,"['fix', 'the', 'wl', 'ratio']",fix wl ratio,"['fix', 'wl', 'ratio']","['fix', 'wl', 'ratio']"
tfbmcrypt,finally next  can you ban all the fucking softporn channels ,0.0,0.295,0.705,-0.6351,Negative,"['finally', 'next', 'can', 'you', 'ban', 'all', 'the', 'fucking', 'softporn', 'channels']",finally next ban fucking softporn channels,"['final', 'next', 'ban', 'fuck', 'softporn', 'channel']","['finally', 'next', 'ban', 'fuck', 'softporn', 'channel']"
Pospi11,and how about onlyfans thots,0.0,0.0,1.0,0.0,Neutral,"['and', 'how', 'about', 'onlyfans', 'thots']",onlyfans thots,"['onlyfan', 'thot']","['onlyfans', 'thots']"
cherry_lean,please stop it you got women naked on twitch with the camera only pointed at they cleavage but i cant gamble ,0.092,0.067,0.841,0.1506,Positive,"['please', 'stop', 'it', 'you', 'got', 'women', 'naked', 'on', 'twitch', 'with', 'the', 'camera', 'only', 'pointed', 'at', 'they', 'cleavage', 'but', 'i', 'cant', 'gamble']",please stop got women naked twitch camera pointed cleavage cant gamble,"['pleas', 'stop', 'got', 'women', 'nake', 'twitch', 'camera', 'point', 'cleavag', 'cant', 'gambl']","['please', 'stop', 'got', 'woman', 'naked', 'twitch', 'camera', 'point', 'cleavage', 'cant', 'gamble']"
Menadeodus,bande de guignol,0.0,0.0,1.0,0.0,Neutral,"['bande', 'de', 'guignol']",bande de guignol,"['band', 'de', 'guignol']","['bande', 'de', 'guignol']"
Nillerg0d,about time,0.0,0.0,1.0,0.0,Neutral,"['about', 'time']",time,['time'],['time']
LeCoqHardi__,cheh a tout ceux qui habitent a malte et font des streams gambling jespre vous allez enjoy ce changement,0.147,0.069,0.783,0.4019,Positive,"['cheh', 'a', 'tout', 'ceux', 'qui', 'habitent', 'a', 'malte', 'et', 'font', 'des', 'streams', 'gambling', 'jespre', 'vous', 'allez', 'enjoy', 'ce', 'changement']",cheh tout ceux qui habitent malte et font des streams gambling jespre vous allez enjoy ce changement,"['cheh', 'tout', 'ceux', 'qui', 'habit', 'malt', 'et', 'font', 'des', 'stream', 'gambl', 'jespr', 'vous', 'allez', 'enjoy', 'ce', 'changement']","['cheh', 'tout', 'ceux', 'qui', 'habitent', 'malte', 'et', 'font', 'de', 'stream', 'gamble', 'jespre', 'vous', 'allez', 'enjoy', 'ce', 'changement']"
raulblee,ban soft core porn as well now,0.179,0.308,0.513,-0.3612,Negative,"['ban', 'soft', 'core', 'porn', 'as', 'well', 'now']",ban soft core porn well,"['ban', 'soft', 'core', 'porn', 'well']","['ban', 'soft', 'core', 'porn', 'well']"
HdhdhdhHhha,you let nearly naked girls stream and sell their vody on your site but you dont allow gambling  im cancel,0.0,0.087,0.913,-0.2498,Negative,"['you', 'let', 'nearly', 'naked', 'girls', 'stream', 'and', 'sell', 'their', 'vody', 'on', 'your', 'site', 'but', 'you', 'dont', 'allow', 'gambling', 'im', 'cancel']",let nearly naked girls stream sell vody site dont allow gambling im cancel,"['let', 'near', 'nake', 'girl', 'stream', 'sell', 'vodi', 'site', 'dont', 'allow', 'gambl', 'im', 'cancel']","['let', 'nearly', 'naked', 'girl', 'stream', 'sell', 'vody', 'site', 'dont', 'allow', 'gamble', 'im', 'cancel']"
TheNimDude,ofc only when the big streamers squeeze you evil company,0.0,0.306,0.694,-0.6597,Negative,"['ofc', 'only', 'when', 'the', 'big', 'streamers', 'squeeze', 'you', 'evil', 'company']",ofc big streamers squeeze evil company,"['ofc', 'big', 'streamer', 'squeez', 'evil', 'compani']","['ofc', 'big', 'streamer', 'squeeze', 'evil', 'company']"
kidmagiA_FGC,theonlinelocal what about your update on people screwing live and getting unbanned shortly after,0.0,0.158,0.842,-0.3885,Negative,"['theonlinelocal', 'what', 'about', 'your', 'update', 'on', 'people', 'screwing', 'live', 'and', 'getting', 'unbanned', 'shortly', 'after']",theonlinelocal update people screwing live getting unbanned shortly,"['theonlineloc', 'updat', 'peopl', 'screw', 'live', 'get', 'unban', 'short']","['theonlinelocal', 'update', 'people', 'screw', 'live', 'get', 'unbanned', 'shortly']"
tonno_fnn,andata,0.0,0.0,1.0,0.0,Neutral,['andata'],andata,['andata'],['andata']
DJDarkpassion,montanablack statement,0.0,0.0,1.0,0.0,Neutral,"['montanablack', 'statement']",montanablack statement,"['montanablack', 'statement']","['montanablack', 'statement']"
RYANEUREKA,poggers,0.0,0.0,1.0,0.0,Neutral,['poggers'],poggers,['pogger'],['poggers']
Living_G0D,iranian wants freedom  mahsaamini,0.412,0.0,0.588,0.6369,Positive,"['iranian', 'wants', 'freedom', 'mahsaamini']",iranian wants freedom mahsaamini,"['iranian', 'want', 'freedom', 'mahsaamini']","['iranian', 'want', 'freedom', 'mahsaamini']"
CroTeam17,oh yes twitch thank god that you guys have banned gambling on your platform i am so glad that this posio,0.358,0.096,0.545,0.8001,Positive,"['oh', 'yes', 'twitch', 'thank', 'god', 'that', 'you', 'guys', 'have', 'banned', 'gambling', 'on', 'your', 'platform', 'i', 'am', 'so', 'glad', 'that', 'this', 'posio']",oh yes twitch thank god guys banned gambling platform glad posio,"['oh', 'yes', 'twitch', 'thank', 'god', 'guy', 'ban', 'gambl', 'platform', 'glad', 'posio']","['oh', 'yes', 'twitch', 'thank', 'god', 'guy', 'ban', 'gamble', 'platform', 'glad', 'posio']"
duncanmire,impakt1k conhecendo a twitch quanto s suas aes resumidamente tudo o que for sites sem licena nos u,0.0,0.0,1.0,0.0,Neutral,"['impakt', '1k', 'conhecendo', 'a', 'twitch', 'quanto', 's', 'suas', 'aes', 'resumidamente', 'tudo', 'o', 'que', 'for', 'sites', 'sem', 'licena', 'nos', 'u']",impakt 1k conhecendo twitch quanto suas aes resumidamente tudo que sites sem licena nos u,"['impakt', '1k', 'conhecendo', 'twitch', 'quanto', 'sua', 'ae', 'resumidament', 'tudo', 'que', 'site', 'sem', 'licena', 'nos', 'u']","['impakt', '1k', 'conhecendo', 'twitch', 'quanto', 'suas', 'aes', 'resumidamente', 'tudo', 'que', 'sit', 'sem', 'licena', 'no', 'u']"
Acr1x_,wurd auch mal zeit,0.0,0.0,1.0,0.0,Neutral,"['wurd', 'auch', 'mal', 'zeit']",wurd auch mal zeit,"['wurd', 'auch', 'mal', 'zeit']","['wurd', 'auch', 'mal', 'zeit']"
terracid,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
longo_kongo,orangemorangee scurrows hochmut kommt vor dem fall sehr sehr geil,0.0,0.0,1.0,0.0,Neutral,"['orangemorangee', 'scurrows', 'hochmut', 'kommt', 'vor', 'dem', 'fall', 'sehr', 'sehr', 'geil']",orangemorangee scurrows hochmut kommt vor dem fall sehr sehr geil,"['orangemorange', 'scurrow', 'hochmut', 'kommt', 'vor', 'dem', 'fall', 'sehr', 'sehr', 'geil']","['orangemorangee', 'scurrows', 'hochmut', 'kommt', 'vor', 'dem', 'fall', 'sehr', 'sehr', 'geil']"
myDecisi0n,finally a gamble that paid off,0.0,0.0,1.0,0.0,Neutral,"['finally', 'a', 'gamble', 'that', 'paid', 'off']",finally gamble paid,"['final', 'gambl', 'paid']","['finally', 'gamble', 'paid']"
NinosPaoli,are you serious ,0.0,0.245,0.755,-0.0772,Negative,"['are', 'you', 'serious']",serious,['serious'],['serious']
ArcaBlaBla,a dgage cest deja a mais il reste dautre aussi a dgager,0.0,0.0,1.0,0.0,Neutral,"['a', 'dgage', 'cest', 'deja', 'a', 'mais', 'il', 'reste', 'dautre', 'aussi', 'a', 'dgager']",dgage cest deja mais il reste dautre aussi dgager,"['dgage', 'cest', 'deja', 'mai', 'il', 'rest', 'dautr', 'aussi', 'dgager']","['dgage', 'c', 'deja', 'mais', 'il', 'reste', 'dautre', 'aussi', 'dgager']"
_Manateeus,train and adin are gonna have to find some new content quick lol,0.177,0.0,0.823,0.4215,Positive,"['train', 'and', 'adin', 'are', 'gonna', 'have', 'to', 'find', 'some', 'new', 'content', 'quick', 'lol']",train adin gonna find new content quick lol,"['train', 'adin', 'gonna', 'find', 'new', 'content', 'quick', 'lol']","['train', 'adin', 'gonna', 'find', 'new', 'content', 'quick', 'lol']"
pwimejuergen97,twitch ,0.0,0.0,1.0,0.0,Neutral,['twitch'],twitch,['twitch'],['twitch']
Uncivilzation,imagine gambling be a problem but siting half naked being sexually subjective to most likely underage simps,0.0,0.098,0.902,-0.2144,Negative,"['imagine', 'gambling', 'be', 'a', 'problem', 'but', 'siting', 'half', 'naked', 'being', 'sexually', 'subjective', 'to', 'most', 'likely', 'underage', 'simps']",imagine gambling problem siting half naked sexually subjective likely underage simps,"['imagin', 'gambl', 'problem', 'site', 'half', 'nake', 'sexual', 'subject', 'like', 'underag', 'simp']","['imagine', 'gamble', 'problem', 'sit', 'half', 'naked', 'sexually', 'subjective', 'likely', 'underage', 'simps']"
MunchyDragon,good move we all knew you would ban gambling entirely but this the right step   can you please make it har,0.18,0.085,0.735,0.3818,Positive,"['good', 'move', 'we', 'all', 'knew', 'you', 'would', 'ban', 'gambling', 'entirely', 'but', 'this', 'the', 'right', 'step', 'can', 'you', 'please', 'make', 'it', 'har']",good move knew would ban gambling entirely right step please make har,"['good', 'move', 'knew', 'would', 'ban', 'gambl', 'entir', 'right', 'step', 'pleas', 'make', 'har']","['good', 'move', 'knew', 'would', 'ban', 'gamble', 'entirely', 'right', 'step', 'please', 'make', 'har']"
hadalj,baning gambling but leting thots stram asmr and in the pool on gaming platform when did twich go down this bad,0.0,0.213,0.787,-0.7709,Negative,"['baning', 'gambling', 'but', 'leting', 'thots', 'stram', 'asmr', 'and', 'in', 'the', 'pool', 'on', 'gaming', 'platform', 'when', 'did', 'twich', 'go', 'down', 'this', 'bad']",baning gambling leting thots stram asmr pool gaming platform twich go bad,"['bane', 'gambl', 'lete', 'thot', 'stram', 'asmr', 'pool', 'game', 'platform', 'twich', 'go', 'bad']","['ban', 'gamble', 'let', 'thots', 'stram', 'asmr', 'pool', 'game', 'platform', 'twich', 'go', 'bad']"
Trasheye,now get rid of asmr and irl u are supposed to be a gamingwebsite,0.0,0.0,1.0,0.0,Neutral,"['now', 'get', 'rid', 'of', 'asmr', 'and', 'irl', 'u', 'are', 'supposed', 'to', 'be', 'a', 'gamingwebsite']",get rid asmr irl u supposed gamingwebsite,"['get', 'rid', 'asmr', 'irl', 'u', 'suppos', 'gamingwebsit']","['get', 'rid', 'asmr', 'irl', 'u', 'suppose', 'gamingwebsite']"
pold111haha,well i guess the more something goes out the more itll be addressed and theyll be pushed to do something about it,0.091,0.0,0.909,0.2732,Positive,"['well', 'i', 'guess', 'the', 'more', 'something', 'goes', 'out', 'the', 'more', 'itll', 'be', 'addressed', 'and', 'theyll', 'be', 'pushed', 'to', 'do', 'something', 'about', 'it']",well guess something goes itll addressed theyll pushed something,"['well', 'guess', 'someth', 'goe', 'itll', 'address', 'theyll', 'push', 'someth']","['well', 'guess', 'something', 'go', 'itll', 'addressed', 'theyll', 'push', 'something']"
diegolpzb_,l twitch bagphobic company,0.0,0.0,1.0,0.0,Neutral,"['l', 'twitch', 'bagphobic', 'company']",l twitch bagphobic company,"['l', 'twitch', 'bagphob', 'compani']","['l', 'twitch', 'bagphobic', 'company']"
Bad_J0ker,well gambling is bannable softp0rn still not grat twitch time to ban 99 of just chatting girl cha,0.0,0.159,0.841,-0.5574,Negative,"['well', 'gambling', 'is', 'bannable', 'softp', '0rn', 'still', 'not', 'grat', 'twitch', 'time', 'to', 'ban', '99', 'of', 'just', 'chatting', 'girl', 'cha']",well gambling bannable softp 0rn still grat twitch time ban 99 chatting girl cha,"['well', 'gambl', 'bannabl', 'softp', '0rn', 'still', 'grat', 'twitch', 'time', 'ban', '99', 'chat', 'girl', 'cha']","['well', 'gamble', 'bannable', 'softp', '0rn', 'still', 'grat', 'twitch', 'time', 'ban', '99', 'chat', 'girl', 'cha']"
rthrudi,so streaming pulling for genshin wishes is now a banable offense got it,0.11,0.137,0.753,-0.1027,Negative,"['so', 'streaming', 'pulling', 'for', 'genshin', 'wishes', 'is', 'now', 'a', 'banable', 'offense', 'got', 'it']",streaming pulling genshin wishes banable offense got,"['stream', 'pull', 'genshin', 'wish', 'banabl', 'offens', 'got']","['stream', 'pull', 'genshin', 'wish', 'banable', 'offense', 'get']"
Poke_Phil,orangemorangee,0.0,0.0,1.0,0.0,Neutral,['orangemorangee'],orangemorangee,['orangemorange'],['orangemorangee']
76Saints_,,0.0,0.0,1.0,0.0,Neutral,[],,[],[]
ChusoSkever,twitch now,0.0,0.0,1.0,0.0,Neutral,"['twitch', 'now']",twitch,['twitch'],['twitch']
enrique99gg,good news and a good move,0.604,0.0,0.396,0.7263,Positive,"['good', 'news', 'and', 'a', 'good', 'move']",good news good move,"['good', 'news', 'good', 'move']","['good', 'news', 'good', 'move']"
OllieTheMonkey1,well dang  there goes my live stream gambling  championship,0.357,0.0,0.643,0.6124,Positive,"['well', 'dang', 'there', 'goes', 'my', 'live', 'stream', 'gambling', 'championship']",well dang goes live stream gambling championship,"['well', 'dang', 'goe', 'live', 'stream', 'gambl', 'championship']","['well', 'dang', 'go', 'live', 'stream', 'gamble', 'championship']"
grabitox,twitch es a dia de hoy un only fans primario de nivel bajo o bajo perfil donde hay chicas y chicos que po,0.0,0.0,1.0,0.0,Neutral,"['twitch', 'es', 'a', 'dia', 'de', 'hoy', 'un', 'only', 'fans', 'primario', 'de', 'nivel', 'bajo', 'o', 'bajo', 'perfil', 'donde', 'hay', 'chicas', 'y', 'chicos', 'que', 'po']",twitch es dia de hoy un fans primario de nivel bajo bajo perfil donde hay chicas chicos que po,"['twitch', 'es', 'dia', 'de', 'hoy', 'un', 'fan', 'primario', 'de', 'nivel', 'bajo', 'bajo', 'perfil', 'dond', 'hay', 'chica', 'chico', 'que', 'po']","['twitch', 'e', 'dia', 'de', 'hoy', 'un', 'fan', 'primario', 'de', 'nivel', 'bajo', 'bajo', 'perfil', 'donde', 'hay', 'chicas', 'chico', 'que', 'po']"
ilyasismail31,hypocrites,0.0,0.0,1.0,0.0,Neutral,['hypocrites'],hypocrites,['hypocrit'],['hypocrite']
